id,shop_name,product_name,product_code,product_quantity,unit_price,discount,total_price,order_date,payment_due,payment,payment_date,payment_status,late_payment_status,city,province
7549,Ejubar,Astonish 100 ML X 60,AST-6,67,31,17,2080,10/19/2022,5/12/2022,2080,3/24/2023,TRUE,FALSE,Kabupaten Tegal,Jawa Tengah
7550,Lztczgt,CHLORMITE 100 ML X 120,CHL-18,73,47,19,3404,4/10/2022,11/7/2022,3404,3/23/2023,FALSE,FALSE,Kota Pekalongan,Jawa Tengah
7551,Nlobsl,CALIWA 350 OD 250 ML X 40,CAL-15,85,24,1,2032,11/29/2022,4/4/2022,2032,3/30/2023,FALSE,FALSE,Kabupaten Pekalongan,Jawa Tengah
7552,Bihrome,EXPLORE 80 ML X 36,EXP-34,65,34,13,2177,5/11/2022,1/6/2022,2177,4/2/2023,FALSE,FALSE,Kota Surakarta,Jawa Tengah
7553,Aakpwbz,CHLORMITE 200 ML X 48,CHL-19,60,14,18,818,9/25/2022,2/4/2022,818,4/1/2023,FALSE,TRUE,Kabupaten Banyumas,Jawa Tengah
7554,Bqnus,JOKER 100 Gr X 50,JOK-39,85,39,5,3340,8/19/2022,8/26/2022,3340,3/22/2023,TRUE,FALSE,Kabupaten Sragen,Jawa Tengah
7555,Afojs,Remazole 250 ml X 40,REM-53,45,18,5,796,7/28/2022,5/20/2022,796,3/28/2023,FALSE,TRUE,Kabupaten Sukoharjo,Jawa Tengah
7556,Acjhvrm,Balistic 100ML X 36,BAL-9,33,15,19,469,11/20/2022,8/15/2022,469,3/29/2023,FALSE,TRUE,Kabupaten Purworejo,Jawa Tengah
7557,Ozsfyu,Narkis 250 ML x 40,NAR-51,82,20,18,1608,12/3/2022,12/26/2022,1608,4/1/2023,TRUE,TRUE,Kabupaten Purworejo,Jawa Tengah
7558,Yoycwv,Spreader 500 ML X 24,SPR-57,10,40,4,398,11/23/2022,6/10/2022,398,4/1/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7559,Lhrugzu,Dangke 250 Gr X 40,DAN-27,14,24,17,326,3/26/2022,4/16/2022,326,3/28/2023,TRUE,TRUE,Kabupaten Sragen,Jawa Tengah
7560,Zkxgosa,KLENSECT 400 ML X 24,KLE-43,64,41,9,2634,4/4/2022,9/12/2022,2634,4/2/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7561,Plkia,Corona 250 ML X 36,COR-23,100,43,9,4253,4/16/2022,12/3/2022,4253,3/23/2023,TRUE,FALSE,Kabupaten Pemalang,Jawa Tengah
7562,Cmudany,YaraMila Faster (50 Kg),YAR-69,69,44,17,3015,10/26/2022,11/15/2022,3015,3/27/2023,TRUE,FALSE,Kota Pekalongan,Jawa Tengah
7563,Xjfklgz,YaraMila Winner (50 Kg),YAR-72,89,48,13,4257,8/27/2022,4/24/2022,4257,3/27/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7564,Xcksch,SUPREMO 500 ML X 24,SUP-59,81,24,9,1959,5/23/2022,1/23/2022,1959,3/28/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7565,Umrwzu,SUPRETOX 1 L X 20,SUP-60,59,25,17,1481,6/22/2022,12/22/2022,1481,3/29/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7566,Xtuftk,Dangke 400 Gr X 30,DAN-28,48,30,8,1455,2/10/2022,3/10/2022,1455,3/25/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7567,Lxmpnke,SUPREMO 1 L X 20,SUP-58,89,23,7,1999,2/27/2022,3/14/2022,1999,3/25/2023,TRUE,FALSE,Kabupaten Grobogan,Jawa Tengah
7568,Ldyisp,Remazole 250 ml X 40,REM-53,61,40,10,2425,9/7/2022,5/26/2022,2425,3/21/2023,FALSE,TRUE,Kabupaten Grobogan,Jawa Tengah
7569,Vaqps,Custodia 250 ML X 40,CUS-25,71,9,14,654,5/14/2022,4/28/2022,654,4/2/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7570,Zkxgosa,Yara Mila Complex/1 Kg Repacking,YAR-65,81,11,18,902,7/17/2022,8/16/2022,902,3/29/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7571,Cvxnimc,Ricequick 100 Gr X 70,RIC-55,75,3,5,226,4/30/2022,5/19/2022,226,3/28/2023,FALSE,FALSE,Kota Surakarta,Jawa Tengah
7572,Dlmkv,Betanil 500 Gr x 20,BET-12,91,33,6,2955,7/24/2022,3/20/2022,2955,3/23/2023,FALSE,FALSE,Kabupaten Semarang,Jawa Tengah
7573,Xjfklgz,Dangke 250 Gr X 40,DAN-27,29,42,16,1214,8/17/2022,7/7/2022,1214,3/23/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7574,Nkfkpx,CHLORMITE 900 ML X 20,CHL-21,26,9,14,221,9/1/2022,11/22/2022,221,3/22/2023,FALSE,TRUE,Kabupaten Boyolali,Jawa Tengah
7575,Vwxqqo,Narkis 250 ML x 40,NAR-51,71,21,3,1502,4/6/2022,8/17/2022,1502,3/29/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7576,Kxzos,DUMIL 100 Gr X 100,DUM-31,86,33,9,2862,1/3/2022,5/14/2022,2862,3/25/2023,FALSE,TRUE,Kabupaten Semarang,Jawa Tengah
7577,Ocpmzbq,EXPLORE 250 ML X 36,EXP-33,25,10,3,247,8/21/2022,11/5/2022,247,4/1/2023,FALSE,TRUE,Kabupaten Batang,Jawa Tengah
7578,Lbsskne,Avatar 100 ml X 36,AVA-8,22,23,4,507,10/30/2022,7/25/2022,507,3/31/2023,TRUE,FALSE,Kota Semarang,Jawa Tengah
7579,Vzltm,Custodia 250 ML X 40,CUS-25,38,15,14,554,1/7/2022,3/13/2022,554,3/21/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7580,Vooka,Balistic 100ML X 36,BAL-9,82,44,9,3619,9/27/2022,10/28/2022,3619,3/28/2023,FALSE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7581,Dgpzet,CHLORMITE 100 ML X 120,CHL-18,89,19,15,1714,10/22/2022,6/18/2022,1714,3/31/2023,FALSE,FALSE,Kabupaten Grobogan,Jawa Tengah
7582,Vooka,YaraVita Tripholate 25 Gr @120,YAR-74,98,34,14,3326,3/9/2022,4/18/2022,3326,3/27/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7583,Lhrugzu,AGIL 100 ML X 100,AGI-1,62,43,18,2650,11/3/2022,3/9/2022,2650,3/24/2023,FALSE,TRUE,Kabupaten Sragen,Jawa Tengah
7584,Dlmkv,AGIL 250 ML X 40,AGI-2,24,37,1,891,9/20/2022,3/15/2022,891,3/31/2023,FALSE,FALSE,Kabupaten Semarang,Jawa Tengah
7585,Piggxz,Corona 100 ML X 36,COR-22,25,19,9,473,12/20/2022,10/12/2022,473,3/29/2023,FALSE,TRUE,Kabupaten Wonosobo,Jawa Tengah
7586,Octpvn,Dangke 100 Gr X 100,DAN-26,77,35,6,2682,5/6/2022,7/14/2022,2682,3/29/2023,TRUE,FALSE,Kota Pekalongan,Jawa Tengah
7587,Ngcswb,Avatar 100 ml X 36,AVA-8,98,4,18,395,8/3/2022,1/30/2022,395,3/23/2023,FALSE,TRUE,Kabupaten Sragen,Jawa Tengah
7588,Bdkcey,Balistic 100ML X 36,BAL-9,38,34,5,1284,6/29/2022,6/12/2022,1284,3/28/2023,FALSE,TRUE,Kota Magelang,Jawa Tengah
7589,Dgpzet,JOKER 400 Gr X 25,JOK-40,17,49,1,827,2/3/2022,9/22/2022,827,3/27/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
7590,Hzphnyx,YaraMila Unik (50 Kg),YAR-71,62,3,19,187,4/21/2022,2/28/2022,187,3/26/2023,FALSE,FALSE,Kabupaten Boyolali,Jawa Tengah
7591,Cvxnimc,YaraMila Faster (50 Kg),YAR-69,92,7,14,660,5/1/2022,6/27/2022,660,4/2/2023,TRUE,FALSE,Kota Surakarta,Jawa Tengah
7592,Obkqjgm,CALIWA 350 OD 500 ML x 20,CAL-16,96,3,11,270,12/6/2022,5/15/2022,270,3/30/2023,TRUE,FALSE,Kabupaten Kendal,Jawa Tengah
7593,Vmhgllp,YaraLiva Tropicote (25 Kg),YAR-67,70,20,12,1384,7/5/2022,6/24/2022,1384,3/25/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7594,Sjgyul,Blasil 100 ml X 100,BLA-13,42,23,11,953,5/31/2022,11/16/2022,953,3/24/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7595,Xjfklgz,Spreader 500 ML X 24,SPR-57,14,25,10,342,1/21/2022,4/6/2022,342,3/30/2023,FALSE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7596,Ktealuq,KLENSECT 200 ML X 48,KLE-42,45,46,0,2078,4/19/2022,3/20/2022,2078,3/22/2023,TRUE,TRUE,Kabupaten Pemalang,Jawa Tengah
7597,Yfjro,Cozeb 1 Kg X 20,COZ-24,54,10,8,551,6/7/2022,10/5/2022,551,3/23/2023,FALSE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
7598,Rroahug,Dense 200 Gr X 20,DEN-29,66,13,13,818,10/4/2022,9/29/2022,818,4/2/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7599,Kxzos,Liberty 500 X 20,LIB-50,85,31,2,2656,5/28/2022,2/12/2022,2656,3/30/2023,FALSE,FALSE,Kabupaten Semarang,Jawa Tengah
7600,Tjkwwa,Plethora 250 ML X40,PLE-52,81,36,14,2930,11/1/2022,9/26/2022,2930,4/2/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7601,Ifxmrr,Custodia 250 ML X 40,CUS-25,94,21,16,1979,12/14/2022,11/28/2022,1979,3/26/2023,TRUE,FALSE,Kabupaten Blora,Jawa Tengah
7602,Yfjro,Tengki Kejora,TEN-63,73,35,6,2517,11/30/2022,6/6/2022,2517,3/30/2023,FALSE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
7603,Wdwwe,Jurassic 1L X 20,JUR-41,41,8,1,345,7/5/2022,8/30/2022,345,3/27/2023,TRUE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
7604,Mzlseg,Gandewa 250 ML X 20,GAN-37,20,42,1,846,4/28/2022,11/25/2022,846,3/30/2023,FALSE,FALSE,Kabupaten Wonogiri,Jawa Tengah
7605,Nkfkpx,Ricequick 100 Gr X 70,RIC-55,39,3,9,102,6/19/2022,8/5/2022,102,3/21/2023,FALSE,TRUE,Kabupaten Boyolali,Jawa Tengah
7606,Kqlqvto,Dense 500 Gr X 20,DEN-30,27,13,14,324,1/13/2022,12/5/2022,324,3/28/2023,TRUE,TRUE,Kabupaten Kendal,Jawa Tengah
7607,Zdkwb,BALISTIC 500 ML X 12,BAL-10,23,4,3,78,6/24/2022,1/20/2022,78,3/22/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7608,Xcksch,Blasil 100 ml X 100,BLA-13,15,24,15,340,7/25/2022,9/8/2022,340,3/30/2023,FALSE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7609,Gojfeq,Betanil 500 Gr x 20,BET-12,44,29,14,1281,3/9/2022,9/17/2022,1281,3/23/2023,FALSE,TRUE,Kabupaten Kendal,Jawa Tengah
7610,Tikaomp,Liberty 500 X 20,LIB-50,90,25,19,2193,6/9/2022,11/25/2022,2193,3/28/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7611,Pugey,CHLORMITE 200 ML X 48,CHL-19,28,36,11,998,5/17/2022,1/17/2022,998,3/22/2023,FALSE,FALSE,Kabupaten Jepara,Jawa Tengah
7612,Rfhgqxm,Dangke 400 Gr X 30,DAN-28,44,27,15,1182,1/18/2022,3/1/2022,1182,3/23/2023,FALSE,TRUE,Kota Magelang,Jawa Tengah
7613,Vnlumtd,BALISTIC 500 ML X 12,BAL-10,70,50,5,3486,8/14/2022,11/28/2022,3486,4/1/2023,FALSE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
7614,Znmlyx,Foltus 500 ML X 24,FOL-36,80,43,8,3423,12/5/2022,4/21/2022,3423,3/29/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7615,Fybcazi,Anilo 400 Gr X 20,ANI-4,13,49,15,617,1/29/2022,1/22/2022,617,3/26/2023,TRUE,FALSE,Kabupaten Magelang,Jawa Tengah
7616,Vwxqqo,Dangke 100 Gr X 100,DAN-26,41,11,17,434,1/10/2022,10/30/2022,434,4/2/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7617,Ilfbe,DUMIL 100 Gr X 100,DUM-31,100,8,4,842,9/5/2022,7/29/2022,842,3/24/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
7618,Umrwzu,ZENPRO NPK LIQUID X 15,ZEN-75,35,39,20,1354,7/4/2022,12/4/2022,1354,3/24/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7619,Bqnus,SUPREMO 500 ML X 24,SUP-59,29,8,15,205,4/14/2022,5/5/2022,205,3/26/2023,TRUE,TRUE,Kabupaten Sragen,Jawa Tengah
7620,Ptfakl,Spreader 250 ML X 48,SPR-56,59,44,17,2598,12/13/2022,2/10/2022,2598,3/31/2023,FALSE,TRUE,Kabupaten Grobogan,Jawa Tengah
7621,Qhxmkw,AGIL 100 ML X 100,AGI-1,84,23,20,1889,8/13/2022,4/30/2022,1889,3/31/2023,TRUE,TRUE,Kabupaten Jepara,Jawa Tengah
7622,Nkfkpx,KLENSECT 200 ML X 48,KLE-42,13,48,3,617,8/11/2022,8/21/2022,617,3/27/2023,FALSE,FALSE,Kabupaten Boyolali,Jawa Tengah
7623,Hohsc,Klensect 900 ML X 20,KLE-44,53,42,15,2237,5/21/2022,12/7/2022,2237,3/25/2023,TRUE,FALSE,Kabupaten Kebumen,Jawa Tengah
7624,Kyvgk,Gandewa 500 ML X 10,GAN-38,96,16,14,1535,6/8/2022,11/12/2022,1535,3/22/2023,FALSE,TRUE,Kabupaten Sukoharjo,Jawa Tengah
7625,Nkfkpx,Corona 100 ML X 36,COR-22,72,5,16,351,7/22/2022,3/27/2022,351,3/29/2023,TRUE,TRUE,Kabupaten Boyolali,Jawa Tengah
7626,Kutgzhf,Klensect 900 ML X 20,KLE-44,96,15,5,1457,12/15/2022,8/18/2022,1457,3/24/2023,TRUE,FALSE,Kota Pekalongan,Jawa Tengah
7627,Piggxz,Anilo 400 Gr X 20,ANI-4,76,27,11,2077,5/31/2022,12/9/2022,2077,3/28/2023,TRUE,FALSE,Kabupaten Wonosobo,Jawa Tengah
7628,Olzcxs,LEILI 1 L X 20,LEI-45,33,1,9,28,2/26/2022,11/23/2022,28,3/28/2023,FALSE,FALSE,Kabupaten Demak,Jawa Tengah
7629,Riozlo,YaraLiva Tropicote (25 Kg),YAR-67,20,2,17,15,9/11/2022,2/24/2022,15,3/26/2023,TRUE,FALSE,Kabupaten Magelang,Jawa Tengah
7630,Hzphnyx,Corona 250 ML X 36,COR-23,58,50,6,2887,11/12/2022,7/19/2022,2887,3/26/2023,FALSE,TRUE,Kabupaten Boyolali,Jawa Tengah
7631,Lhrugzu,Foltus 500 ML X 24,FOL-36,15,19,10,278,6/20/2022,5/1/2022,278,3/27/2023,TRUE,TRUE,Kabupaten Sragen,Jawa Tengah
7632,Azgcq,YaraLiva Tropicote (25 Kg),YAR-67,53,41,19,2129,9/24/2022,7/14/2022,2129,4/2/2023,TRUE,FALSE,Kabupaten Kendal,Jawa Tengah
7633,Kxzos,EXPLORE 250 ML X 36,EXP-33,23,20,19,448,3/18/2022,8/24/2022,448,3/31/2023,FALSE,FALSE,Kabupaten Semarang,Jawa Tengah
7634,Beolp,AGIL 100 ML X 100,AGI-1,66,26,17,1706,8/19/2022,2/17/2022,1706,4/1/2023,FALSE,TRUE,Kabupaten Jepara,Jawa Tengah
7635,Riozlo,KLENSECT 200 ML X 48,KLE-42,100,14,7,1385,11/20/2022,7/10/2022,1385,3/24/2023,FALSE,FALSE,Kabupaten Magelang,Jawa Tengah
7636,Olzcxs,Foltus 500 ML X 24,FOL-36,84,42,15,3531,7/31/2022,9/4/2022,3531,3/24/2023,TRUE,FALSE,Kabupaten Demak,Jawa Tengah
7637,Kyvgk,AGIL 100 ML X 100,AGI-1,70,17,6,1180,4/20/2022,10/7/2022,1180,3/27/2023,FALSE,FALSE,Kabupaten Sukoharjo,Jawa Tengah
7638,Srwxf,Liberty 500 X 20,LIB-50,70,26,14,1777,12/4/2022,7/12/2022,1777,3/23/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7639,Hzbalcz,Plethora 250 ML X40,PLE-52,76,31,8,2326,9/29/2022,4/18/2022,2326,4/2/2023,TRUE,TRUE,Kabupaten Kendal,Jawa Tengah
7640,Dkmbh,Cozeb 1 Kg X 20,COZ-24,61,45,15,2759,8/28/2022,1/19/2022,2759,3/24/2023,TRUE,FALSE,Kabupaten Sukoharjo,Jawa Tengah
7641,Hmnggqo,Dangke 250 Gr X 40,DAN-27,94,48,12,4458,3/30/2022,4/5/2022,4458,3/30/2023,TRUE,FALSE,Kabupaten Wonosobo,Jawa Tengah
7642,Otnxz,DUMIL 100 Gr X 100,DUM-31,73,28,1,2060,8/1/2022,8/15/2022,2060,3/21/2023,FALSE,TRUE,Kabupaten Pekalongan,Jawa Tengah
7643,Lhrugzu,Corona 250 ML X 36,COR-23,74,34,8,2503,2/9/2022,10/19/2022,2503,3/30/2023,TRUE,TRUE,Kabupaten Sragen,Jawa Tengah
7644,Ilfbe,YaraLiva Tropicote (25 Kg),YAR-67,42,40,0,1662,4/26/2022,3/15/2022,1662,4/1/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
7645,Mvljg,Foltus 500 ML X 24,FOL-36,61,24,19,1440,6/28/2022,5/30/2022,1440,3/30/2023,TRUE,TRUE,Kabupaten Purbalingga,Jawa Tengah
7646,Qbjxo,BELLMAC 250 ML X 40,BEL-11,65,21,9,1378,1/22/2022,7/31/2022,1378,3/23/2023,TRUE,FALSE,Kabupaten Banjarnegara,Jawa Tengah
7647,Vofshdy,Dangke 100 Gr X 100,DAN-26,28,3,18,74,8/27/2022,1/3/2022,74,3/26/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7648,Tvaoweb,KLENSECT 200 ML X 48,KLE-42,15,32,10,466,10/17/2022,7/4/2022,466,4/1/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7649,Bzhvs,BALISTIC 500 ML X 12,BAL-10,92,25,2,2281,9/26/2022,1/28/2022,2281,3/24/2023,TRUE,FALSE,Kabupaten Rembang,Jawa Tengah
7650,Qbjxo,Corona 250 ML X 36,COR-23,52,30,9,1564,5/7/2022,9/13/2022,1564,3/26/2023,FALSE,TRUE,Kabupaten Banjarnegara,Jawa Tengah
7651,Octpvn,YaraMila Faster (50 Kg),YAR-69,63,44,18,2747,11/29/2022,11/24/2022,2747,3/26/2023,FALSE,FALSE,Kota Pekalongan,Jawa Tengah
7652,Sxeejqj,YaraMila Complex X (50Kg),YAR-68,92,18,3,1610,1/15/2022,12/4/2022,1610,3/31/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7653,Bdkcey,Anilo 400 Gr X 20,ANI-4,36,37,3,1328,12/10/2022,7/19/2022,1328,3/24/2023,TRUE,TRUE,Kota Magelang,Jawa Tengah
7654,Kutgzhf,SUPRETOX 500 ML X 24,SUP-61,37,24,17,872,12/19/2022,6/1/2022,872,3/31/2023,TRUE,TRUE,Kota Pekalongan,Jawa Tengah
7655,Qbjxo,Plethora 250 ML X40,PLE-52,93,24,5,2207,9/10/2022,9/6/2022,2207,3/25/2023,TRUE,TRUE,Kabupaten Banjarnegara,Jawa Tengah
7656,Gizua,CHLORMITE 400 ML X 24,CHL-20,72,4,12,280,1/2/2022,5/31/2022,280,3/27/2023,TRUE,FALSE,Kabupaten Brebes,Jawa Tengah
7657,Jnpva,Cozeb 1 Kg X 20,COZ-24,21,6,7,122,9/12/2022,12/27/2022,122,3/29/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
7658,Rroahug,YaraMila Faster (50 Kg),YAR-69,44,37,5,1640,5/20/2022,9/14/2022,1640,3/31/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7659,Tjkwwa,Liberty 1Kg X 20,LIB-48,15,2,4,19,6/7/2022,1/28/2022,19,3/22/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7660,Ldyisp,YaraLiva Tropicote (25 Kg),YAR-67,31,20,18,595,5/25/2022,12/17/2022,595,3/25/2023,FALSE,TRUE,Kabupaten Grobogan,Jawa Tengah
7661,Lbsskne,KLENSECT 400 ML X 24,KLE-43,48,23,3,1096,12/12/2022,1/7/2022,1096,3/25/2023,FALSE,TRUE,Kota Semarang,Jawa Tengah
7662,Jteshi,Balistic 100ML X 36,BAL-9,31,30,11,931,9/28/2022,12/5/2022,931,4/1/2023,FALSE,TRUE,Kabupaten Pemalang,Jawa Tengah
7663,Csaxcs,CHLORMITE 900 ML X 20,CHL-21,16,31,19,471,6/21/2022,2/8/2022,471,3/28/2023,TRUE,TRUE,Kabupaten Rembang,Jawa Tengah
7664,Blxqtb,Liberty 500 X 20,LIB-50,92,4,17,389,5/18/2022,4/22/2022,389,3/28/2023,FALSE,TRUE,Kabupaten Pemalang,Jawa Tengah
7665,Sxeejqj,Liberty 1Kg X 20,LIB-48,29,27,13,760,6/19/2022,8/3/2022,760,4/2/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7666,Cemiujs,Tapuz 100 Gr X 80,TAP-62,81,10,4,797,6/2/2022,4/13/2022,797,3/29/2023,TRUE,TRUE,Kabupaten Purbalingga,Jawa Tengah
7667,Slqvzjy,Dangke 400 Gr X 30,DAN-28,33,26,14,832,2/9/2022,4/28/2022,832,4/1/2023,FALSE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7668,Jnpva,BLASIL 250 ML X 40,BLA-14,40,15,12,603,12/8/2022,3/1/2022,603,3/25/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
7669,Acjhvrm,YaraMila Complex X (50Kg),YAR-68,63,10,2,600,4/7/2022,12/22/2022,600,3/28/2023,FALSE,FALSE,Kabupaten Purworejo,Jawa Tengah
7670,Dzsgbw,YaraMila Winner (50 Kg),YAR-72,26,29,9,745,7/16/2022,11/4/2022,745,4/1/2023,FALSE,TRUE,Kabupaten Wonogiri,Jawa Tengah
7671,Hfwdd,Anilo 400 Gr X 20,ANI-4,82,42,20,3416,10/10/2022,3/15/2022,3416,3/31/2023,FALSE,FALSE,Kabupaten Purbalingga,Jawa Tengah
7672,Riozlo,SUPRETOX 1 L X 20,SUP-60,13,40,4,514,9/11/2022,9/27/2022,514,3/30/2023,FALSE,TRUE,Kabupaten Magelang,Jawa Tengah
7673,Ejubar,Spreader 500 ML X 24,SPR-57,32,32,15,1024,8/25/2022,1/30/2022,1024,3/29/2023,FALSE,FALSE,Kabupaten Tegal,Jawa Tengah
7674,Lbsskne,Anilo 100 Gr x 50,ANI-3,54,28,13,1477,4/28/2022,7/26/2022,1477,3/31/2023,TRUE,TRUE,Kota Semarang,Jawa Tengah
7675,Xcksch,SUPRETOX 500 ML X 24,SUP-61,81,29,11,2323,3/19/2022,10/8/2022,2323,3/23/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7676,Vzltm,EXPLORE 80 ML X 36,EXP-34,70,27,19,1853,11/28/2022,3/28/2022,1853,3/29/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7677,Riozlo,Chalenger 1L X 20,CHA-17,19,15,3,272,12/6/2022,5/11/2022,272,3/26/2023,FALSE,FALSE,Kabupaten Magelang,Jawa Tengah
7678,Cakadfo,YaraMila Complex X (50Kg),YAR-68,43,13,9,549,12/30/2022,2/18/2022,549,3/21/2023,FALSE,TRUE,Kota Magelang,Jawa Tengah
7679,Vwxqqo,CHLORMITE 200 ML X 48,CHL-19,11,9,19,76,6/15/2022,10/19/2022,76,3/31/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7680,Tjkwwa,SUPRETOX 1 L X 20,SUP-60,71,16,13,1107,4/20/2022,9/3/2022,1107,3/24/2023,FALSE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7681,Mipavxv,CALIWA 350 OD 500 ML x 20,CAL-16,14,46,5,644,10/8/2022,11/12/2022,644,4/1/2023,FALSE,TRUE,Kabupaten Kudus,Jawa Tengah
7682,Ntnhsop,BALISTIC 500 ML X 12,BAL-10,59,13,1,737,12/26/2022,8/25/2022,737,4/2/2023,TRUE,TRUE,Kabupaten Purworejo,Jawa Tengah
7683,Ysfkjfw,Jurassic 1L X 20,JUR-41,45,43,18,1932,10/12/2022,3/7/2022,1932,3/28/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7684,Azgcq,Klensect 900 ML X 20,KLE-44,100,36,7,3587,7/15/2022,2/4/2022,3587,3/23/2023,TRUE,TRUE,Kabupaten Kendal,Jawa Tengah
7685,Krgska,CALIWA 350 OD 250 ML X 40,CAL-15,73,25,16,1802,11/24/2022,7/8/2022,1802,3/21/2023,TRUE,TRUE,Kota Salatiga,Jawa Tengah
7686,Xxdnzcf,Tengki Kejora,TEN-63,45,42,2,1880,5/16/2022,8/2/2022,1880,3/26/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7687,Ysfkjfw,Corona 100 ML X 36,COR-22,80,37,18,2910,3/28/2022,5/7/2022,2910,4/1/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7688,Vnlumtd,Klensect 900 ML X 20,KLE-44,86,28,1,2413,11/7/2022,6/18/2022,2413,4/2/2023,FALSE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
7689,Bqouu,LEILI 1 L X 20,LEI-45,73,17,7,1229,2/15/2022,9/10/2022,1229,3/25/2023,FALSE,FALSE,Kabupaten Kudus,Jawa Tengah
7690,Qgpqkl,Dangke 250 Gr X 40,DAN-27,33,18,13,578,5/8/2022,8/22/2022,578,3/30/2023,TRUE,FALSE,Kabupaten Wonogiri,Jawa Tengah
7691,Hmnggqo,LEILI 1 L X 20,LEI-45,57,47,5,2673,11/11/2022,5/8/2022,2673,3/21/2023,FALSE,FALSE,Kabupaten Wonosobo,Jawa Tengah
7692,Vaqps,Astonish 100 ML X 60,AST-6,49,10,1,483,11/27/2022,11/17/2022,483,3/22/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7693,Qtrmgud,Betanil 500 Gr x 20,BET-12,77,22,3,1665,1/28/2022,11/22/2022,1665,4/1/2023,TRUE,FALSE,Kabupaten Grobogan,Jawa Tengah
7694,Vnlumtd,YaraMila Faster (50 Kg),YAR-69,75,24,1,1813,5/3/2022,12/27/2022,1813,3/23/2023,FALSE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
